komentar,value,clean_text,sentiment,sentiment_label
"Kenapa gratis ongkir nya tidak bekerja? Saya punya banyak gratis ongkir, tpi stelah masuk halaman check out, gratis ongkir tidak tercantum yg mengakibatkan halaman check out saya menjadi sangat mahal total nya",3,gratis ongkir nya gratis ongkir tpi stelah masuk halaman check out gratis ongkir tercantum mengakibatkan halaman check out mahal total nya,0.1531,positif
"Belanja di lazada mudah, barang sudah di troli tinggal cek out harga sudah tertera dapat gratis ongkir & dapat potongan harga, dapat voucher, walaupun kadang ada ongkir yang nggak ngotak. Banyakin laz reward nya dan bonus - bonus nya. trima kasih.",5,belanja lazada mudah barang troli tinggal cek out harga tertera gratis ongkir potongan harga voucher kadang ongkir nggak ngotak banyakin laz reward nya bonus bonus nya trima kasih,0.8979,positif
"Aplikasinya eror terus tiap di buka. Tulisannya selalu koneksi eror, tapi jaringan saya bagus. Saya pesan jam tangan dari tanggal 23 , harusnya tanggal 26 ini sudah sampai, tetapi sampai saat ini pesanan saya belum di proses. Mau membatalkan jadi susah karena aplikasi eror. Baru kali ini lazada seperti ini. Dari dulu saya order selalu cepat dan tepat tidak seperti sekarang ini.",5,aplikasinya eror buka tulisannya koneksi eror jaringan bagus pesan jam tangan tanggal 23 tanggal 26 pesanan proses membatalkan susah aplikasi eror kali lazada order cepat,0.0,netral
"gimana sih saya pesen barang estimasi sampe tgl 13 trus skrg tgl 14 baru di kemas 1 brg sisa nya belum dikemas, dari kmrn saya minta cancel ga bisa skrg saya minta cancel ga ada jawaban.. maksa ya pdhl estimasi ampe kmrn pengemasannya.. pokoknya sisa nya saya tolak kalau sampe kedepan rumah saya, saya mau cancel barang yg katanya masih di kemas itu kelamaan mana mahal lagi",1,gimana sih pesen barang estimasi sampe tgl 13 trus skrg tgl 14 kemas 1 brg sisa nya dikemas kmrn cancel ga skrg cancel ga maksa ya pdhl estimasi ampe kmrn pengemasannya pokoknya sisa nya tolak sampe kedepan rumah cancel barang kemas mahal,-0.6124,negatif
"bagus banget belanja online di Lazada gak cuman banyak potongan harga tapi dapet saldo lazrewads juga buat belanja, dan yang paling suka pengiriman nya cepet banget sumpah gak boong^^",5,bagus banget belanja online lazada gak cuman potongan harga dapet saldo lazrewads belanja suka pengiriman nya cepet banget sumpah gak boong,0.0,netral
Aga kecewa sih sama apk ini.entah kurirnya.entah penjualnya.yg jelas sya udah membatalkan pesanan langsung menit itu juga.tp sekitar 2mingguanblebih.mlah di kirim sama kurirnya.kan saya jdi bnggung.trus.pesen cermin pecah dan ga di ganti barang.kecewa lah pokoknya.ga kaya shopi. Barang sesuai.amanah dan aman,2,aga kecewa sih apk inientah kurirnyaentah penjualnyayg sya udah membatalkan pesanan langsung menit jugatp 2mingguanblebihmlah kirim kurirnyakan jdi bnggungtruspesen cermin pecah ga ganti barangkecewa pokoknyaga kaya shopi barang sesuaiamanah aman,0.0,netral
Saya awalnya senang dengan free ongkir minimal pembelian 20rb seminggu bisa ada 2-3kali sekarang tidak ada lagi padahal sangat membantu. Dan event tanggal ganjil genap udah gak worth it lagi sayang sekali padahal saya sangat suka belanja di sini,2,senang free ongkir minimal pembelian 20rb seminggu 23kali membantu event tanggal ganjil genap udah gak worth it sayang suka belanja,0.6369,positif
Tolong pihak lazada perbarui lagi aplikasinya. Biar bisa ubah expedisi. Karna sering kali yang ngirim JNE. Tp setiap paket di kirim oleh JNE paket di batalkan sepihak. Saya tidak pernah menerima pesanan saya selama expedisi nya JNE. Saya sudah melakukan pemesana 5 kali tpi semua di return oleh kurir JNE.,1,tolong lazada perbarui aplikasinya biar ubah expedisi karna kali ngirim jne tp paket kirim jne paket batalkan menerima pesanan expedisi nya jne pemesana 5 kali tpi return kurir jne,0.0,netral
"Kalo ambil LazRewadz uang nya beda dari yang tertera (Rp.500 jadi Rp.50) sama aja pembohongan. Terus ada 3 pesanan dapat 7.000 kalo udah dateng, tapi mna barang nya udah ada tapi di bonus nya malah harus tambah lagi barang kan rugi🤣🤮",1,kalo ambil lazrewadz uang nya beda tertera rp500 rp50 aja pembohongan 3 pesanan 7000 kalo udah dateng mna barang nya udah bonus nya barang rugi,0.5423,positif
"Sudah beberapa kali mengalami kecurangan, setiap belanja di atas 1 item ada aja barang yg sy beli gk ada 1 item, kurang tau oknum seller apa pengirim yg berbuat nakal, tolong dong di awasi dan ditindak sm oknum yg nakal, jadi trouma belanja di satu toko diatas 1 item",1,kali mengalami kecurangan belanja 1 item aja barang sy beli 1 item tau oknum seller pengirim berbuat nakal tolong awasi ditindak sm oknum nakal trouma belanja toko diatas 1 item,0.0,netral
"baru kali ini kecewa, pesen barang udah bayar lewat m-banking tapi tbtb pesanan dibatalkan. terus bingung gimana cara balikin saldonya. chat cs diakun lazada gak guna dan gak ngebantu, walaupun duitnya gak seberapa tapi lumayan bikin emosi, ga lagi2 belanja dilazada!!!!!!",1,kali kecewa pesen barang udah bayar mbanking tbtb pesanan dibatalkan bingung gimana balikin saldonya chat cs diakun lazada gak gak ngebantu duitnya gak lumayan bikin emosi ga lagi2 belanja dilazada,0.0,netral
"Halamaan koin bermasalah. Sebelum saya update, halaman koin saya normal dan bisa motong banyak dengan keterangan presentase diskon berwarna merah. Tapi setelah saya update, halaman koin tidak muncul diskonnya. Padahal udah susah"" ngumpulin koin. Mana gaada cs yang bisa diadui keluhan. Hufft",1,halamaan koin bermasalah update halaman koin normal motong keterangan presentase diskon berwarna merah update halaman koin muncul diskonnya udah susah ngumpulin koin gaada cs diadui keluhan hufft,0.0,netral
"Tolong update pengiriman di perbaiki. Terutama konfirmasi penerima barang harus di permudah agar tidak menyulitkan pengguna baru seperti saya, barang sudah saya Terima notifikasi konfirmasi masih muncul terus menerus padahal barang sudah saya Terima dari toko",5,tolong update pengiriman perbaiki konfirmasi penerima barang permudah menyulitkan pengguna barang terima notifikasi konfirmasi muncul menerus barang terima toko,0.0,netral
"Antara toko dan jasa pengiriman harusnya kalo mau libur dihari yg sama. Toko minggu, jasa pengiriman slasa. Kan jadi tambah lama sampe nya.klo pesan pas di hari sabtu.",3,toko jasa pengiriman kalo libur dihari toko minggu jasa pengiriman slasa sampe nyaklo pesan pas sabtu,0.0,netral
"Nyesel pake lazada, padahal baru pertama daftar dan dapet voucher spesial pengguna baru. Nah awalnya cuma lihat"" doang nggak ada niatan co, tiba"" kena pencet co barang lain. Gua baca s&k tuh voucher bahwa *jika pesanan dibatalkan maka voucher akan dikembalikan kepada pengguna* setelah gua cari produk lain eh tuh voucher malah gak bisa dipake,chat cs katanya nggak semua barang bisa memenuhi syarat dan ketentuan padahal sebelumnya biasawja.",1,nyesel pake lazada daftar dapet voucher spesial pengguna lihat doang nggak niatan co kena pencet co barang gua baca sk tuh voucher pesanan dibatalkan voucher dikembalikan pengguna gua cari produk eh tuh voucher gak dipakechat cs nggak barang memenuhi syarat ketentuan biasawja,0.0,netral
"praktisdan senang belanja di Lazada,tidak perlu keluar rumah dapet barang sesuai yg di inginkan, harga barang murah tapi kualitas terbaik",5,praktisdan senang belanja lazadatidak rumah dapet barang sesuai harga barang murah kualitas terbaik,0.0,netral
"tlg toko"" yg nakal yg suka tipu pembeli itu d awasi dgn ketat, bila perlu periksa kembali paketnya itu, sesuai tdk dgn deskripsi pembeli, kasihan pembeli yg udh pake paylater, ternyata yg dtg zonk, sekalian ama kurirnya, khusus pengguna paylater,,biasakan nelpon pembeli klw udh dekat paketnya,, ini tdk blm ada konfirmasi dr pembeli main letak aja ,, ya klw pas alamatnya,, klw tdk, itu pengalaman sy belanja online,",5,tlg toko nakal suka tipu pembeli d awasi dgn ketat periksa paketnya sesuai tdk dgn deskripsi pembeli kasihan pembeli udh pake paylater dtg zonk ama kurirnya khusus pengguna paylaterbiasakan nelpon pembeli klw udh paketnya tdk blm konfirmasi dr pembeli main letak aja ya klw pas alamatnya klw tdk pengalaman sy belanja online,0.0,netral
"apk online shop yg menurut gue paling enak dn fleksibel,dr segi diskon - ongkir - flash sale. tp yg gue benci yaitu bug. paling parah sih ini,kalo mau ngumpulin koin itu harus nunggu bbrp menit dulu br bsa d pnct trs produknya jg ikutan g bs di pencet,bukan d situ doang. ky lagi check out tb' periksa koneksi internet,why?. padahal jaringan oke2 aja dn gue pake wifi bs buat game online,tiktokan,dll. dn untuk produk d beranda gue harap lebih bnyk lagi,pertahanin semua yg udh oke. bug d hilangkan!!",3,apk online shop gue enak dn fleksibeldr segi diskon ongkir flash sale tp gue benci bug parah sih inikalo ngumpulin koin nunggu bbrp menit br bsa d pnct trs produknya jg ikutan g bs pencetbukan d situ doang ky check out tb periksa koneksi internetwhy jaringan oke2 aja dn gue pake wifi bs game onlinetiktokandll dn produk d beranda gue harap bnyk lagipertahanin udh oke bug d hilangkan,0.0,netral
"kok punya saya ga bisa dananya di kaitin ya,padahal juga udah di coba pake data dan juga kenapa kodenya tetep salah padahal juga di ganti tapi tetep aja ga bisa",1,ga dananya kaitin yapadahal udah coba pake data kodenya tetep salah ganti tetep aja ga,0.0,netral
kenapa sekarang chat sama cs tidak bisa? selalu diarahkan sama bot.tolong ini belanja online yg menyangkut keuangan harusnya dipermudah komunikasi nya.dan biaya ongkir mohon dievaluasi lagi,1,chat cs diarahkan bottolong belanja online keuangan dipermudah komunikasi nyadan biaya ongkir mohon dievaluasi,0.0,netral
Kadang lazada ini kurang memuaskan menurut ku sih lama kelamaan pesananya di suruh paksa bayar teransper padahal saya ingin bayar di tempat tolong di perbaiki lagi supaya mungkin memuaskan.,1,kadang lazada memuaskan ku sih pesananya suruh paksa bayar teransper bayar tolong perbaiki memuaskan,0.0,netral
"Aplikasi marketing yg paling totol, uang saya gak di balikin lagi,, emng kurang ajar, gak bisa kita chat cs nya, waktu kita chat yg jwb robot banjingan",1,aplikasi marketing totol uang gak balikin emng ajar gak chat cs nya chat jwb robot banjingan,0.0,netral
"Saya sangat senng belanja di lazada akhir-akhir ini. Namun sangat di sayangkan,lazada tudak menyematkan penilaian untuk jasa kirim. Itu sangat penting,untuk memantau kinirja jasa tersebut. Lalu,penting juga untuk menyematkan layanan komplain langsung menggunakan Apps. Karena jasa kirim JNE sering tidak mengantarkan barang sebagaimana semestinya. Semoga lebih baik dari toko yang lain.",2,senng belanja lazada akhirakhir sayangkanlazada tudak menyematkan penilaian jasa kirim pentinguntuk memantau kinirja jasa lalupenting menyematkan layanan komplain langsung apps jasa kirim jne mengantarkan barang semestinya semoga toko,0.0,netral
Aplikasi terlalu berat untuk jaringan di luar jawa terutama di daerah Papua tolong Aplikasinya di perkecil agar ringan di akses dan mudah buat belanja Makasih banyak. Sebelumnya,2,aplikasi berat jaringan jawa daerah papua tolong aplikasinya perkecil ringan akses mudah belanja makasih,0.0,netral
Barang saya 5 hari tidak dikirim² pemesanan melalui choice dan gak bisa di batalkan Sampek ada tulisan barang tidak tervaliditasi ... :( padahal pemesanan banyak .. call centernya AQ blm selesai nanya'nya sudah putus obrolan terlebih dahulu ... Mumet,1,barang 5 dikirim² pemesanan choice gak batalkan sampek tulisan barang tervaliditasi pemesanan call centernya aq blm selesai nanyanya putus obrolan mumet,0.0,netral
Buat harga oke lah lebih murah cuman di proses nya lama😬 saya pesen 5 barang yg berbeda di toko yg berbeda dari tanggal 5 sampe sekarang masih di proses dan tidak bisa di batalin😩,3,harga oke murah cuman proses nya pesen 5 barang berbeda toko berbeda tanggal 5 sampe proses batalin,0.0,netral
"Padahal udah bayar, tapi sama lazada di batalkan otomatis, notifikasi dana tidak dapat di kembalikan bener2 kecewa sama lazada nge hubungi cs ga da solusi jelas2 ada bukti tranfer saya sudah bayar",1,udah bayar lazada batalkan otomatis notifikasi dana kembalikan bener2 kecewa lazada nge hubungi cs ga da solusi jelas2 bukti tranfer bayar,0.0,netral
"Tolong kembalikan sistem pembatalan seperti dulu merugikan sekali buat seller, barang udah di packing tapi bisa dg mudah di cancel oleh pelanggan. Gmn klo paketnya udah di bawa sama kurir dan blm di scan auto hilang itu pesanan :(",1,tolong kembalikan sistem pembatalan merugikan seller barang udah packing dg mudah cancel pelanggan gmn klo paketnya udah bawa kurir blm scan auto hilang pesanan,-0.25,negatif
aplikasi yg baik memudahkan buat belanja segala keperluan dengan harga yang sangat jauh berbeda dengan toko sekitar. kualitan sama original imitasi dll. tergantung yang mana maunya...,5,aplikasi memudahkan belanja keperluan harga berbeda toko kualitan original imitasi dll tergantung maunya,0.3182,positif
"Gamenya pas giliran setiap mau panen aja error, udah diuninstall dan install ulang lagi tapi masih sama aja seperti itu, padahal sebelum²nya (kalau bukan giliran panen) gak error, ketahuan banget aplikasi ini kecurangannya, Anda layak dapat bintang 1..",1,gamenya pas giliran panen aja error udah diuninstall install ulang aja sebelum²nya giliran panen gak error ketahuan banget aplikasi kecurangannya layak bintang 1,-0.6597,negatif
Kenapa lazada sekarang lemot terus tiap milih apa yg mau dibeli gambarnya tidak keluar Pokoknya lama banget beberapa hari ini padahal sudah beralangganan dari dulu beli disini sayang sekali Tolong diperbaiki ini mau co gk jadi gambarnya tidak keluar😮‍💨,1,lazada lemot milih dibeli gambarnya pokoknya banget beralangganan beli sayang tolong diperbaiki co gambarnya,0.0,netral
Gimana ini kok gak sampai-sampai barangnya sudah lebih dari estimasi tiba barangnya tapi kok belum juga lebih baik jangan jadi olshop aja klau cuma ngecewain pelanggan😡😡🤬😑. Sekarang gak bisa COD padahal kesalahan kurir yang gak mau nganter ke tujuan.,1,gimana gak sampaisampai barangnya estimasi barangnya olshop aja klau ngecewain pelanggan gak cod kesalahan kurir gak nganter tujuan,0.0,netral
"Dari dulu saya selalu belanja di sini.,,semenjak APK sebelah ada fitur LIVE nya..jadi gak pernah lagi belanja disini.. tolong di buat juga LIVE nya donk.,biar belanja bisa lebih real sama barang yg nyampe kerumah..",5,belanja sinisemenjak apk sebelah fitur live nyajadi gak belanja tolong live nya donkbiar belanja real barang nyampe kerumah,0.0,netral
"jujur aku kecewa banget, sekarang kalo mau beli 2 barang beda tapi satu toko ongkir nya jadi double, padahal dulu ongkir nya satu saja loh kalo satu toko:(",3,jujur kecewa banget kalo beli 2 barang beda toko ongkir nya double ongkir nya loh kalo toko,0.0,netral
"sangat suka belanja di Lazada,, pengiriman tepat waktu , selalu ada gratis ongkir,, kurir sangat ramah..",5,suka belanja lazada pengiriman gratis ongkir kurir ramah,0.0516,positif
Tolong kalau pilih expedisi pengiriman barang yg benar yg mau di suruh antar di tempat jgn main kurir yg batalin pesanan Kalau tempan kita kota Betung expedisi nya LED ID GK mungkin di antar paket konsumen jdi GK ada lgi orang mau pesan di sini🙏🙏,1,tolong pilih expedisi pengiriman barang suruh jgn main kurir batalin pesanan tempan kota betung expedisi nya led id paket konsumen jdi lgi orang pesan,0.0,netral
"mangkin kesini mangkin aneh lazada .. saya penguna lazpaylater ga perna telat membayar angsuran selalu tepat. tetapi saya mau cekout barang .. tiba"" akun saya di bekukan ? juga tiba"" kita udh bayar angsuran tapi di story pembayaran blum masuk ,,pdhl sebelum jatuh tempo udh di bayar tolong lah perbaikan nya lazada .. thnks",1,mangkin kesini mangkin aneh lazada penguna lazpaylater ga perna telat membayar angsuran cekout barang akun bekukan udh bayar angsuran story pembayaran blum masuk pdhl jatuh tempo udh bayar tolong perbaikan nya lazada thnks,0.0,netral
Dari pertama pake aplikasi ini gak pernah ada kendala apa2 dan belanja disini mh enak tapi kenapa sekarang di semua produk tidak ada vocer gratis ongkir?padahal di produk tersebut susah tertera gratis ongkir nya tapi tetep aja gak bisa di gunakan.. Gimana ini dong tolong penjelasannya kn jadi gak nyaman belanja nya karena harga nya jadi lebih mahal belum lagi ongkir nya juga mahal2,3,pake aplikasi gak kendala apa2 belanja mh enak produk vocer gratis ongkirpadahal produk susah tertera gratis ongkir nya tetep aja gak gimana tolong penjelasannya kn gak nyaman belanja nya harga nya mahal ongkir nya mahal2,0.1027,positif
"Sedih gak bisa cod akun ku :⁠-⁠( , padahal dulu sering banget belanja di apk ini.. mohon aktifkan lagi cod nya di akun ku, aku butuh banget apk ini untuk berbisnis belanja disini.. kalau sudah bisa nanti aku kasih bintang 5",2,sedih gak cod akun ku banget belanja apk mohon aktifkan cod nya akun ku butuh banget apk berbisnis belanja kasih bintang 5,0.0,netral
"cara belanja jaman now yang simpel, mantap dibanding aplikasi lain, mudah2an ongkir nya bisa di minalisir....!",5,belanja jaman now simpel mantap dibanding aplikasi mudah2an ongkir nya minalisir,0.0,netral
"sukaa bgt belanja di LAZADA banyak diskon nyaaaa, gampang bgt supaya dpt Reward nyaa biar ngurangin harga😁 gapernah nyesel belanja di LAZADA💃 sukses selalu LAZADA semoga makin Jaya dan berkah selalu aamiin🤲💃",5,sukaa bgt belanja lazada diskon nyaaaa gampang bgt dpt reward nyaa biar ngurangin harga gapernah nyesel belanja lazada sukses lazada semoga jaya berkah aamiin,0.5719,positif
"LAZADA ini Ketersediaan Barang yg dijual Kurang Komplit,kalah jauh sama Shoope. Dan dalam pencarian Juga Banyak gak Nyambung. Yang di cari A yg Muncul C",5,lazada ketersediaan barang dijual komplitkalah shoope pencarian gak nyambung cari a muncul c,0.0,netral
"Semua dah ok Cuma tuk pembayaran melalui dana dan ovo error,padahal tadi siang gak knp2 ok2 aja Tes transfer dan belanja keyg lain bs knp sekarang dilazada error melulu ya... Mdh2an kendala saat ini bs diselesaikan. Trimakasih lazada smg kedepannya lebiih bagus lagi",5,dah ok tuk pembayaran dana ovo errorpadahal siang gak knp2 ok2 aja tes transfer belanja keyg bs knp dilazada error melulu ya mdh2an kendala bs diselesaikan trimakasih lazada smg kedepannya lebiih bagus,-0.128,negatif
"Aplikasi Lazada Belanja Online sangat mudah digunakan dan banyak pilihan barangnya, Metoda Pembayaran COD/Bayar Ditempat menjadi pilihan Fafourite.",5,aplikasi lazada belanja online mudah pilihan barangnya metoda pembayaran codbayar ditempat pilihan fafourite,0.0,netral
saya baru pertamakali belanja online dan saya merasa takut belanja online dan saya coba belanja d lazada oh ternyata sangat memuaskan.. terimakasih lazada sudah membuat mudah saya dalam belanja online.👍👍👍,5,pertamakali belanja online takut belanja online coba belanja d lazada oh memuaskan terimakasih lazada mudah belanja online,0.0,netral
"Saya ingin memberi tahu pihak lazada untuk tidak menggunakan jasa pengiriman ninjafan.id... lagi. Pengalaman yang sangat buruk. Tidak ramah, dan tidak amanah sama sekali... Untuk lazada semoga terus berkembang",3,lazada jasa pengiriman ninjafanid pengalaman buruk ramah amanah lazada semoga berkembang,0.0,netral
sy sdh sering belanja OL lazada...pernah sekali kecewa berat...harga 100 k...kaos kecil n bau minyak tanah...tp itu udah lama sekali...selebihnya Alhamdulillah....barang n kualitas yg sy pesan sesuai harga...pokoknya kurir nya sopan sopan....,5,sy sdh belanja ol lazadapernah kecewa beratharga 100 kkaos n bau minyak tanahtp udah sekaliselebihnya alhamdulillahbarang n kualitas sy pesan sesuai hargapokoknya kurir nya sopan sopan,0.0,netral
"Sekarang di lazada udah susah buat dapetin coin nya padahal dulu gampang banget, tolong di perbaiki kayak dulu lagi ya. kalo untuk pengiriman, dll si oke oke aja. tolong di koreksi soal masalah koin ya🤗",3,lazada udah susah dapetin coin nya gampang banget tolong perbaiki kayak ya kalo pengiriman dll si oke oke aja tolong koreksi koin ya,0.0,netral
"suka banget belanja di lazada, mudah caranya gak ribet, paling enak dapet gratisan ongkirnya, tingkatkan lagi kwalitasnya buat lazada daaaaan yg penting banyakin lg bonus gratis ongkirnya buat para pelanggan nya ok",5,suka banget belanja lazada mudah gak ribet enak dapet gratisan ongkirnya tingkatkan kwalitasnya lazada daaaaan banyakin lg bonus gratis ongkirnya pelanggan nya ok,0.7096,positif
"Lazada sangat membatu saya menghemat pengeluaran beli bensin dan bahan kebutuhan rumah, Karena dengan belanja online di lazada saya tidak perlu pergi ke pasar ataupun toko lagi, dengan fasilitas gratis ongkir yg selalu ada membuat semakin irit pengeluaran, meskipun pengirimannya agak lama kadang smpai 5 hari. Tpi saya suka belanja di Lazada..",4,lazada membatu menghemat pengeluaran beli bensin bahan kebutuhan rumah belanja online lazada pergi pasar toko fasilitas gratis ongkir irit pengeluaran pengirimannya kadang smpai 5 tpi suka belanja lazada,0.0516,positif
"Aku suka banget dengan fitur choice nya apalagi murah dan bisa pilih 3 barang dari 3 toko yg berbeda. Cuman sedikit saran, fitur livenya diperbarui, jangan siaran ulang. Begitu juga dengan katalog angkanya harusnya bisa berurutan angkanya dari nomor 1-100 di setiap tokonya. Kalau yg sekarang kan, nomor katalog setiap tokonya berbeda-beda. Selainnya sih Oke oke aja.",5,suka banget fitur choice nya murah pilih 3 barang 3 toko berbeda cuman saran fitur livenya diperbarui siaran ulang katalog angkanya berurutan angkanya nomor 1100 tokonya nomor katalog tokonya berbedabeda selainnya sih oke oke aja,0.0,netral
Paylater ga bisa di pake padahal akun ga di bekukan. Tiap klik mau bayar pake paylater katanya transaksi di tolak oleh penyedia pembayaran/bank. Ga ada keterangan kenapanya.. Gak ada solusi juga chat CS lazadanya,5,paylater ga pake akun ga bekukan klik bayar pake paylater transaksi tolak penyedia pembayaranbank ga keterangan kenapanya gak solusi chat cs lazadanya,0.0,netral
"Untuk kurir Lazada baik prioritas maupun standar, tlg ditingkatkan lagi dong kejujuran, rasa tanggung jawab, dan amanahnya. Saya punya pengalaman sering sekali bukan sekali atau dua kali, tpi hampir tiap saya memesan paket pasti selalu dikembalikan lg ke seller dgn alasan ""paket ditolak pelanggan"", padahal jelas² paket itu udh saya bayar + tidak ada kurir satupun yg datang ke rumah. Logika aja, paket udh saya bayar jadi buat apa saya tolak. Untuk kedepannya tlg diperbaiki kurirnya yaa",3,kurir lazada prioritas standar tlg ditingkatkan kejujuran tanggung amanahnya pengalaman kali tpi memesan paket dikembalikan lg seller dgn alasan paket ditolak pelanggan jelas² paket udh bayar kurir satupun rumah logika aja paket udh bayar tolak kedepannya tlg diperbaiki kurirnya yaa,0.0,netral
"Olshop terburuk di antara yang terburuk, jualan barang yang gak ada, minta dikembalikan yang jawab chatbot yg gak relevan dengan permasalahannya. Fix bintang 1 udah paling tepat. Bagi yg mau order pilih yg bayar ditujuan aj, uang yang masuk susah keluar, barang yg di order gak ada. Dan akhirnya lebih dari 8 hari baru mulai dikirim, untungnya pengirimannya cepat, jadi bintang dirubah jadi bintang 3 dulu, nanti klo semakin baik bisa bertambah, namun juga bertambah buruk bisa turun lagi",3,olshop terburuk terburuk jualan barang gak dikembalikan chatbot gak relevan permasalahannya fix bintang 1 udah order pilih bayar ditujuan aj uang masuk susah barang order gak 8 dikirim untungnya pengirimannya cepat bintang dirubah bintang 3 klo bertambah bertambah buruk turun,0.0,netral
Halo admin . Saya ingin keluhkan perihal transaksi pembayaran yang saya tidak pernah lakukan . Itu secara sepihak oleh pihak lazada memotong saldo yang ada di aplikasi dana saya . Bahkan saya tidak tahu itu pembayaran apa . Dan itu terjadi sebanyak 4x saldo saya terpotong oleh aplikasi kalian. Saya memiliki bukti transaksi. Bagaimana saya bisa melanjutkan laporan saya ini .mohon bantuannya. Terima kasih.,1,halo admin keluhkan perihal transaksi pembayaran lakukan lazada memotong saldo aplikasi dana pembayaran 4x saldo terpotong aplikasi memiliki bukti transaksi melanjutkan laporan mohon bantuannya terima kasih,0.0,netral
"Akhir 2 ini saya sangat kecewa dengan expedisi LEX ID yang sering lewat dari estimasi, alasan gagal pengiriman yg g jelas dan status update paket yg lambat. Tidak seperti toko sebelah yg ada jaminan jika paket tdk sesuai estimasi. Tolong di FU utk masalah ini🙏",2,2 kecewa expedisi lex id estimasi alasan gagal pengiriman g status update paket lambat toko sebelah jaminan paket tdk sesuai estimasi tolong fu utk,-0.6908,negatif
"Kenapa Iklan dari Aplikasi ini, terus menerus membuntuti saya, ke aplikasi manapun saya pergi, iklan dari aplikasi lazada ini terus menerus muncul dan mengganggu, jika iklannya di skip, maka tab saya akan di alihkan ke aplikasi lazada ini, aneh, ko ada yah aplikasi kaya gini, yang terus menerus membuntuti penggunanya, anda kan aplikasi online shop, masa iklan anda terus terusan buntutin jempol saya, iklan sih iklan tapi, gak kayak gitu gitu amat kali!!!!.",1,iklan aplikasi menerus membuntuti aplikasi manapun pergi iklan aplikasi lazada menerus muncul mengganggu iklannya skip tab alihkan aplikasi lazada aneh ko yah aplikasi kaya gini menerus membuntuti penggunanya aplikasi online shop iklan terusan buntutin jempol iklan sih iklan gak kayak gitu gitu kali,0.0,netral
Pelayanan nya lama lemot kurir logistik nya masa Jakarta barat ke Sidoarjo Krian 5harian sedangkan ditoko oren pakai standart 2 harian belum yang reguler JNE bisa tambah cepat jangan lemot lah pesan dari tanggal 30 tiba dirumah tanggal 4 lama sekali.dan ada notifikasi gini.Paket tersebut saat ini berada di logistik kami LEX ID dan sedang dalam perjalanan ke Anda. Ini maksudnya bagaimana?,1,pelayanan nya lemot kurir logistik nya jakarta barat sidoarjo krian 5harian ditoko oren pakai standart 2 harian reguler jne cepat lemot pesan tanggal 30 dirumah tanggal 4 sekalidan notifikasi ginipaket logistik lex id perjalanan maksudnya,0.0,netral
"Filter pencarian produk sama sekali tidak berguna, apalagi fitur pilih lokasi, sama sekali tidak berfungsi, sudah di filter tetap saja tidak ada efek, pencarian yang dipilih tidak aja, sama saja seperti tidak pakai filter.",1,filter pencarian produk berguna fitur pilih lokasi berfungsi filter efek pencarian dipilih aja pakai filter,0.0,netral
"perbanyak Voucher Lazada nya. Sangat membantu. Terima kasih.. semoga tambah maju & sukses. Update : saya mengalami 2 hal, 1. pembatalan pembelian. 2. barang yg tdk sesuai pesanan 1. pesanan tdk diproses oleh penjual, sehingga sampai dibatalkan oleh system. 2. penjual mengirim merk produk lain & berdalih barangnya kosong. Padahal sebelumnya, pilihan barang menyala, sehingga bisa di cek out.. Kedua hal ini, tentu merugikan. Krn membiarkan menjalankan langkah2 pembelian, padahal tdk perlu..",5,perbanyak voucher lazada nya membantu terima kasih semoga maju sukses update mengalami 2 1 pembatalan pembelian 2 barang tdk sesuai pesanan 1 pesanan tdk diproses penjual dibatalkan system 2 penjual mengirim merk produk berdalih barangnya kosong pilihan barang menyala cek out merugikan krn membiarkan menjalankan langkah2 pembelian tdk,0.0,netral
"Tolong untuk Lazada mohon untuk ditambah pilihan wilayah sellernya. Saya tinggal di Riau tapi ketika pilih filter wilayah, Riau tidak tersedia. Saya keberatan di ongkir ketika belanja karena ongkir sampe 56 ribu. Dan untuk ekspedisi tolong lebih banyak pilihan, karena beberapa kalo belanja, Kurir Ninja tdk mau mengantar ke rumah, selalu ditunda2 dan dijadwalkan ulang sampai akhirnya gagal pengiriman dan dikembalikan ke seller dgn alasan pembeli yg meminta. Sangat mengecewakan.",4,tolong lazada mohon ditambah pilihan wilayah sellernya tinggal riau pilih filter wilayah riau tersedia keberatan ongkir belanja ongkir sampe 56 ribu ekspedisi tolong pilihan kalo belanja kurir ninja tdk mengantar rumah ditunda2 dijadwalkan ulang gagal pengiriman dikembalikan seller dgn alasan pembeli mengecewakan,0.0,netral
"Semoga lebih ditingkat-kan lagi kualitas aplikasinya, terkhusus di bagian iklan yang sering muncul ketika browsing dan auto dialihkan ke aplikasi atau unduh aplikasi di playstore. Good Job Lazada",4,semoga ditingkatkan kualitas aplikasinya terkhusus iklan muncul browsing auto dialihkan aplikasi unduh aplikasi playstore good job lazada,0.4404,positif
